"","IDseas","distLSW","CentXW","CentYW","TOTALarea_km2","FrgHW","PrW","WtHW","aHabW","DevelW","EmWetW","WoodyWetW","OpenWaterW","ConFrstW","DecidFrstW","MixFrstW","RegenFrstW","GrassW","disturbed2000W","deerharvSQMI2012W","deerharvSQMI2032W","deerharvSQMI2014W","harvestAVEW","CTIforSTAN50_wetpercentW","CTISTANWetmeantW","mean.nomigW","median.nomigW","max.nomigW","sd.nomigW","mean.migW","median.migW","max.migW","sd.migW","CutArea2010W","CutArea2011W","CutArea2012W","CutArea2013W","CutArea2014W","CutArea2015W","CutArea2016W","max.snow.date.jul","min.snow.date.jul","MooseID","Season","deathyear","sex","PT","death.age","RecentDisturb","AllDisturb","DeerHabLidWt_fall","DeerHabLidWt_fall.devel","DeerHabLidWt_fall.emwet","DeerHabLidWt_fall.woodywet","DeerHabLidWt_fall.openwater","DeerHabLidWt_fall.confrst","DeerHabLidWt_fall.decidfrst","DeerHabLidWt_fall.mixfrst","DeerHabLidWt_fall.regenfrst","DeerHabLidWt_fall.grass","DeerHabLidWt_spring","DeerHabLidWt_spring.devel","DeerHabLidWt_spring.emwet","DeerHabLidWt_spring.woodywet","DeerHabLidWt_spring.openwater","DeerHabLidWt_spring.confrst","DeerHabLidWt_spring.decidfrst","DeerHabLidWt_spring.mixfrst","DeerHabLidWt_spring.regenfrst","DeerHabLidWt_spring.grass","DeerHabLidWt_summer","DeerHabLidWt_summer.devel","DeerHabLidWt_summer.emwet","DeerHabLidWt_summer.woodywet","DeerHabLidWt_summer.openwater","DeerHabLidWt_summer.confrst","DeerHabLidWt_summer.decidfrst","DeerHabLidWt_summer.mixfrst","DeerHabLidWt_summer.regenfrst","DeerHabLidWt_summer.grass","DeerHabLidWt.springTOT","DeerHabLidWt.fallTOT","DeerHabLidWt.summerTOT","DeerHabLidWt.TOTAL"
"11","156_Fall",31711.8489339474,599583.777894921,5250259.93997403,184.846984349594,0.37730151,0.107160253,0.466293229,0.049245007,0.009472441,0.013222456,0.311847857,0.001387993,0.086359928,0.204120147,0.198263792,0.116445278,0.058880109,0.124859831310029,0.876335,0.728595,0.388362,0.664430666666667,0.0506739069557912,0.268805283164732,0.247526761355661,0.155856173705199,0.925617077041958,0.345329807296997,0.517945335671978,0.611005986460647,1.67663514474112,0.543436868327245,0.00231272369145869,0.000550184793968068,0,0,0,0.00160186546208402,0,112,43,"156","Fall","2015","Male","No","8",0.00286290848542676,0.127722739795456,NA,0.000352523231208832,0.000172390468864768,0.000507057138225738,0.000117164001181014,0.00287652708768256,0.00170807006410849,0.00264889845786143,0.00139828388706395,0.0012640792578176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0110449935940144,0,0.0110449935940144
"12","156_Spring",32910.0914565702,596319.37319421,5248717.37793559,55.6840258689256,0.658491831228042,0.0912704171824991,0.234309946142935,0.0159278046175501,0.0010556578183792,0.0302710504417791,0.105687013487439,0.00747971991895464,0.0632782793542865,0.414811861054897,0.330016499345659,0.0280646464199868,0.0193352711586192,0.135532170374341,0.876335,0.728595,0.388362,0.664430666666667,0.0500162806171064,0.239452230497017,0.382324008985316,0.395091290440317,0.924757431557804,0.29462108922281,0.754868106136781,0.918456912196453,1.58558402338772,0.466695950686489,0,0,0,0,0,0.000779885423385088,0,92,30,"156","Spring","2015","Male","No","8",0,0.135532170374341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17849219820593e-05,1.06166591396149e-05,0.000108085267997601,1.00496914337667e-05,0.000284553203424467,0.000146061142310547,0.000302914155122032,0.000156541470115266,0.000132513169439824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00119311968096518,0,0,0.00119311968096518
"13","156_Summer",31770.672218907,600796.789991545,5251583.03842321,60.4586846180212,0.448836516,0.16900358,0.350536993,0.031622912,0.002349694,0.209421155,0.000745935,0.125503506,0.15593764,0.352752499,0.089735939,0.063553633,0,0.0587358378056052,0.876335,0.728595,0.388362,0.664430666666667,0.056989407727883,0.258524081354688,0.23747735587062,0.201136203078425,0.925612671053065,0.298400125759256,0.609731163962157,0.754746175163907,1.61799908209373,0.510251889050444,0.00516551099272364,0,0,0,0,0.00123555450258231,0,112,43,"156","Summer","2015","Male","No","8",0.00516551099272364,0.0639013487983288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.79212122685825e-05,4.59814105942441e-05,0.000136223465734686,3.16051576492144e-05,0.000659936788410138,0.000415554749454904,0.000753197701730573,0.000294971145055333,0.000265281327058893,0,0,0.00268067295795657,0.00268067295795657
"14","157_Fall",5932.36755600413,653360.519529472,5274146.7406825,25.1870030175397,0.645751165,0.160631051,0.182144138,0.011473646,0.007051053,0.00651553,0.152445555,0.009907176,0.230899679,0.270796144,0.281685112,0.001963584,0.038736166,0.00357270453733476,0.700198,0.769,0.314398,0.594532,0.0151731524455552,0.224825310332092,0.322794731885661,0.356556292013719,0.883830436315505,0.268923965135518,0.763437744908677,0.891292165039489,1.47137283038453,0.368322127028145,0,0,0,0,0,0,0,112,9,"157","Fall","2017","Female","No","15",0,0.00357270453733476,NA,0.00026240965628445,0.000128323241354613,0.000377440910495827,8.72140118919073e-05,0.00214121628745805,0.00127144550699681,0.00197177511245509,0.00104084826674919,0.000940949628830894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00822162262251682,0,0.00822162262251682
"15","157_Spring",3724.33308844074,655285.263921929,5271861.72791828,36.0344451043001,0.737291843425988,0.0940155966178159,0.160671517193726,0.00802104276247016,0.0151145967204843,0.147671050247823,0.00755800298365399,0.11808429092436,0.584664299416013,0.124279492919164,0.00262826678850102,0,0,0.00100036482471728,0.700198,0.769,0.314398,0.594532,0.0423651643825659,0.220105071923564,0.377866895937981,0.537556869773813,0.822746386097773,0.264246936956561,0.828512706758552,1.00277806203227,1.53064429676057,0.368623560201422,0,0,0,0,0,0,0,107,56,"157","Spring","2017","Female","No","15",0,0.00100036482471728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00059826416643737,0.000152006188577749,0.00154753293043142,0.00014388851249158,0.00407414868757957,0.00209126027783007,0.00433703536873832,0.00224131451463761,0.00189728440538741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0170827350521111,0,0,0.0170827350521111
"16","157_Summer",4261.01541126159,654742.221124025,5271916.58035391,120.298646780415,0.634390901,0.184824903,0.168886561,0.011897635,0.006415292,0.01496278,0.166891108,0.011914114,0.220607489,0.325590095,0.23482213,0.018796992,0,0.00276780371035308,0.700198,0.769,0.314398,0.594532,0.0333108891632065,0.225627015452725,0.321568330081853,0.360750770577974,0.925053843915528,0.267609075257003,0.777846206561835,0.92643901311604,1.56625364421654,0.371867214816568,0,0,0,0,0,0,0,112,9,"157","Summer","2017","Female","No","15",0,0.00276780371035308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000212745714844971,0.000125541528187913,0.000371926433799469,8.62905191168484e-05,0.00180180363876882,0.00113457542119955,0.00205643083326192,0.000805349984765812,0.000724288854306263,0,0,0.00731895292825156,0.00731895292825156
"17","158_Fall",36624.7246645741,607260.340082943,5267767.26785133,73.6753648102549,0.12869304,0.118552829,0.542563846,0.210190285,0.048734653,0.426021047,0.001252819,0.073446505,0.042909045,0.028752192,0.167063393,0.211820346,0,0.177613436951617,0.256595,0.264225,0.0886663,0.2031621,0.0744174392382861,0.336327664558362,0.254487044375242,0.0691663408097759,0.925623781780361,0.395280629378445,0.335802505597509,0.0773225860115553,1.64982493269712,0.43930434015189,0,0,0.00647434866767848,0,0,0,0,107,33,"158","Fall","2017","Male","Yes","6",0.00647434866767848,0.184087785619295,NA,0.00181369272686958,0.000886929744997279,0.00260875245172859,0.000602795725161898,0.0147994112038608,0.00878783007189116,0.0136282872784441,0.00719401472456286,0.00650354686761714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0568252607951334,0,0.0568252607951334
"18","158_Spring",37133.2763275208,607409.503477773,5268734.71167889,129.287862744041,0.245628701,0.182514803,0.423685127,0.148171369,0.00593849,0.045209153,0.299484518,0.00113197,0.156647278,0.107432691,0.08594267,0.138483508,0.15972972,0.117774063240006,0.256595,0.264225,0.0886663,0.2031621,0.102991884643516,0.302355714350794,0.247930762438636,0.138279844052803,0.925623781780361,0.357159492211585,0.479640973308327,0.495074599810694,1.61890841351184,0.490971109663224,0,0,0.00129478511321215,0,0,0,0,107,33,"158","Spring","2017","Male","Yes","6",0.00129478511321215,0.119068848353218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000235056603589806,5.97228789825199e-05,0.000608022099563054,5.65334628735463e-05,0.00160072357120285,0.00082165131342606,0.00170401113858323,0.000880607275084735,0.000745438642982733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00671176698628854,0,0,0.00671176698628854
"19","158_Summer",36640.2404680024,607510.810883137,5268092.86388423,98.644028785145,0.181430294,0.166867638,0.513774232,0.137927836,0.005840769,0.048649901,0.37814347,0.000764863,0.073310928,0.075118785,0.095654189,0.187785375,0.134731719,0.105209492028179,0.256595,0.264225,0.0886663,0.2031621,0.0829296558117974,0.331395433263036,0.192698135862949,0.0712879673128972,0.925623781780361,0.342387463202175,0.385310891873906,0.135742758842448,1.64982493269712,0.46288755557597,0,0,0.00593953843142538,0,0,0,0,107,33,"158","Summer","2017","Male","Yes","6",0.00593953843142538,0.111149030459604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000193693221781541,0.000114298626789332,0.000338618473612189,7.85627511657451e-05,0.0016404426856031,0.00103296824966101,0.0018722666811675,0.000733226675445268,0.000659424993792572,0,0,0.00666350235901825,0.00666350235901825
"20","161_Spring",79291.2064711061,577794.818887731,5299082.84775553,36.6730032235667,0.437208159,0.204718604,0.327353158,0.030720079,0.009387655,0.241747454,0.010553442,0.095717266,0.20892134,0.089397472,0.309547184,0.034728188,0,0.00713758306669948,0.570777,0.566398,0.377871,0.505015333333333,0.00926494048349491,0.208504181404693,0.185125096552679,0.18213795217892,0.925460186146201,0.256741417370909,0.681696153286226,0.825152335259799,1.62176897974432,0.50502581776838,0.000564447909373777,0.000662612763177912,0,0,0,0.00277315711996682,0,120,49,"161","Spring","2015","Male","No","9",0.00122706067255169,0.00836464373925117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000371581041640697,9.44108322982186e-05,0.000961170550606905,8.93689549720823e-05,0.0025304480830683,0.00129887884979864,0.00269372663508343,0.00139207732756738,0.00117840070522811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0106100629802638,0,0,0.0106100629802638
"21","161_Summer",77368.8125431781,578208.45352999,5296517.36216287,60.8535967677171,0.168593304,0.288845519,0.482360006,0.060201171,0.000225225,0.041516517,0.363288288,0.012162162,0.112424925,0.04298048,0.085172673,0.297822823,0.044406907,0.0222690340054168,0.570777,0.566398,0.377871,0.505015333333333,0.0242117117117117,0.232614234759745,0.125090822942966,0.0510011624023783,0.925612862620282,0.271421756177347,0.463772881892064,0.46614703030886,1.69943427923491,0.474657319615974,0,0.0013606426636712,0.000621162955154246,0.00204096399550681,0.00165643454707799,2.95791883406784e-05,0.000236633506725427,120,49,"161","Summer","2015","Male","No","9",0.00567920416141025,0.027948238166827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.46897469763786e-06,4.40745186440814e-06,1.30574151655895e-05,3.02944623067698e-06,6.32568594760311e-05,3.9832130671475e-05,7.21961891089939e-05,2.82738416768683e-05,2.54279863194268e-05,0,0,0.000256950295211108,0.000256950295211108
"22","178_Fall",10483.3627569106,669477.214698057,5291894.30035048,240.283570460816,0.556139495,0.165058748,0.226247232,0.052554525,0.014335169,0.018266083,0.173832688,0.0287923,0.154938034,0.307352403,0.261504255,0.009756921,0.031222148,0.0473021244594849,0.700198,0.769,0.314398,0.594532,0.0649022900620127,0.231971610145533,0.249484819182424,0.25420102094857,0.925568994469837,0.260763771459297,0.747494526054663,0.921982024306717,1.71160936555061,0.473138873124461,0.00144579173404888,0.000468196805067643,0,0,0,0,0.000760351611429853,142,49,"178","Fall","2015","Male","No","5",0.00191398853911653,0.0492161129986014,NA,0.000533492908090394,0.000260888033524378,0.000767357618709086,0.000177310764738047,0.00435320757711844,0.00258491692192498,0.0040087245787314,0.00211610036220217,0.00191300107229064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0167149998373295,0,0.0167149998373295
"23","178_Spring",10637.0697818918,667694.367447695,5291616.67097645,121.062140349378,0.577068927,0.161573351,0.167967879,0.093389843,0.012155456,0.011003104,0.159693697,0.04955114,0.150642158,0.325335018,0.256268238,0.006468041,0.028883148,0.0385904790285331,0.700198,0.769,0.314398,0.594532,0.0347564262215862,0.225598335227801,0.297480973341285,0.274241071826844,0.92553010698139,0.259071090084038,0.779636213198106,0.920888335943403,1.62914947820565,0.46554118184237,0.00288446907507359,0.000564999097179364,0,0,0,0,7.43419864709689e-06,156,23,"178","Spring","2015","Male","No","5",0.00344946817225296,0.0420399472007861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000481135811030301,0.000122246366949401,0.00124455642398427,0.000115717972159088,0.00327651051663286,0.00168183265235652,0.00348792915683253,0.00180250922129571,0.00152583344006243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0137382715613031,0,0,0.0137382715613031
"24","178_Summer",14320.439079912,664105.428607381,5293820.33081259,182.256204828977,0.45847841986151,0.214829937862492,0.23024582432032,0.0964458183592107,0.0179948020926942,0.015941504184507,0.190555107610334,0.0585823838312523,0.304241628816296,0.155563115557031,0.205394430992066,0.017734097981401,0.0339929305308855,0.0438934645237715,0.700198,0.769,0.314398,0.594532,0.0614588315443083,0.235614935130748,0.24096357842769,0.235446397398815,0.925599602007729,0.2577381478983,0.677786880010386,0.844960499748737,1.6203284039791,0.479424729993446,0.000428301860166774,0.0026991225806284,0,0,0,0,0.000184282624403472,149,36,"178","Summer","2015","Male","No","5",0.00312742444079517,0.0470208889645667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000596748680294521,0.000352142186849153,0.00104324831500467,0.000242043669093087,0.00505403337674124,0.00318246779160185,0.00576825900705103,0.002258995162062,0.00203161985318601,0,0,0.0205295580418836,0.0205295580418836
"25","181_Fall",50631.8365074814,582824.244672229,5260213.78711817,91.971274369895,0.164759949,0.112056322,0.594504742,0.128678987,0.004404532,0.018645851,0.50162723,0.045733722,0.060586782,0.095627279,0.137445861,0.067095701,0.068833044,0.0632189558548815,0.876335,0.728595,0.388362,0.664430666666667,0.105268309393887,0.344043461258991,0.184049740567119,0.0895796276016136,0.925609414467472,0.319285167744091,0.284848041932292,0.0310106502494961,1.66076608120008,0.465546213387552,0,0,0,0.00299441322181077,0,0.000303355587830503,0,120,17,"181","Fall","2016","Male","No","pending",0.00329776880964128,0.0665167246645228,NA,0.000163917606095694,8.01587823676996e-05,0.000235773375747992,5.447936729823e-05,0.00133753861402406,0.000794224979137677,0.00123169497940408,0.000650179412641109,0.000587776428651692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00513574354536823,0,0.00513574354536823
"26","181_Spring",42091.0050344004,598642.067038958,5264765.06701221,33.3733642521988,0.113268608,0.350053937,0.497303128,0.039374326,0.001889211,0.005262803,0.392348694,0.001551852,0.165103569,0.058767964,0.147021119,0.169894069,0.058160718,0,0.876335,0.728595,0.388362,0.664430666666667,0.153498414411983,0.306278932426994,0.118346622168492,0.0854102395511492,0.925559799414708,0.220469568126932,0.360090851168588,0.467409061725881,1.37989290276465,0.437133214532706,0,0,0,0,0,0,0,104,68,"181","Spring","2016","Male","No","pending",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47785246964299e-05,1.89996312068296e-05,0.00019342998619811,1.79849827024707e-05,0.000509237967677929,0.000261391818372846,0.000542096827162119,0.000280147470277816,0.000237146292095811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00213521350039036,0,0,0.00213521350039036
